volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude,country,duration
382090,Agua de Pau,13028,Confirmed Eruption,East flank (Lagoa do Congro),3.0,-1850.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,37.77,-25.47,Portugal,NA
321050,St. Helens,20520,Confirmed Eruption,NA,6.0,-1860.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,46.2,-122.18,United States,NA
352020,Guagua Pichincha,11467,Confirmed Eruption,NA,NA,-1860.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,-0.171,-78.598,Ecuador,NA
355011,Taapaca,11807,Confirmed Eruption,NA,NA,-1860.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-18.1,-69.5,Chile,NA
211010,Campi Flegrei,10037,Confirmed Eruption,Astroni,4.0,-1870.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,40.827,14.139,Italy,NA
341060,Michoacan-Guanajuato,10483,Confirmed Eruption,Cerro el Jabalí,3.0,-1880.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.85,-101.75,Mexico,NA
341090,Popocatepetl,10511,Confirmed Eruption,Volcán El Fraile,NA,-1890.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.023,-98.622,Mexico,NA
341040,Colima,10401,Confirmed Eruption,NA,NA,-1890.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.514,-103.62,Mexico,NA
263250,Merapi,15817,Confirmed Eruption,NA,NA,-1890.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,-7.54,110.446,Indonesia,NA
358057,"Hudson, Cerro",12291,Confirmed Eruption,NA,6.0,-1890.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,-45.9,-72.97,Chile,NA
214070,Ghegham Volcanic Ridge,13545,Confirmed Eruption,North part of eastern cone cluster,0.0,-1900.0,0.0,0.0,Anthropology,NA,NA,NA,40.283,45.0,Armenia,NA
311110,Kanaga,19705,Confirmed Eruption,NA,NA,-1900.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,51.923,-177.168,United States,NA
332060,Haleakala,10274,Confirmed Eruption,East rift zone,NA,-1900.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25,United States,NA
332020,Mauna Loa,10141,Confirmed Eruption,SW rift zone,0.0,-1900.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
283090,Niigata-Yakeyama,17532,Confirmed Eruption,NA,NA,-1900.0,0.0,0.0,Tephrochronology,NA,NA,NA,36.921,138.036,Japan,NA
372030,Katla,12625,Confirmed Eruption,NA,NA,-1910.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
372030,Katla,12624,Confirmed Eruption,NA,4.0,-1920.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,63.633,-19.083,Iceland,NA
358020,Calbuco,12242,Confirmed Eruption,NA,NA,-1920.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-41.33,-72.618,Chile,NA
283002,Sanbesan,17371,Confirmed Eruption,Taihei-zan,4.0,-1920.0,0.0,0.0,Tephrochronology,NA,NA,NA,35.141,132.622,Japan,NA
332060,Haleakala,10273,Confirmed Eruption,SW rift zone,NA,-1940.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25,United States,NA
341040,Colima,10400,Confirmed Eruption,NA,NA,-1940.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,19.514,-103.62,Mexico,NA
372030,Katla,12623,Confirmed Eruption,NA,NA,-1950.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
373010,Grimsvotn,12758,Confirmed Eruption,Raudholar and Brunuholar,2.0,-1950.0,0.0,0.0,Tephrochronology,NA,NA,NA,64.416,-17.316,Iceland,NA
382040,Graciosa,20967,Confirmed Eruption,San Tamao,NA,-1950.0,NA,NA,Ar/Ar,NA,NA,NA,39.02,-27.97,Portugal,NA
290360,Chikurachki,20890,Confirmed Eruption,NA,4.0,-1950.0,NA,NA,Tephrochronology,NA,NA,NA,50.324,155.461,Russia,NA
211060,Etna,13491,Confirmed Eruption,NA,NA,-1980.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,37.748,14.999,Italy,NA
383030,Tenerife,13084,Confirmed Eruption,NW rift zone (Montaña de Chío),NA,-1980.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,28.271,-16.641,Spain,NA
357120,Villarrica,12094,Confirmed Eruption,NA,0.0,-1980.0,0.0,0.0,Tephrochronology,NA,NA,NA,-39.42,-71.93,Chile,NA
351030,"Tolima, Nevado del",11296,Confirmed Eruption,NA,5.0,-1990.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,4.658,-75.33,Colombia,NA
244040,Savai'i,14805,Confirmed Eruption,North flank (Maugaloa),NA,-1990.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,-13.612,-172.525,Samoa,NA
242030,Raoul Island,14684,Confirmed Eruption,SE Raoul caldera,4.0,-2000.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-29.27,-177.92,New Zealand,NA
211010,Campi Flegrei,10036,Confirmed Eruption,Averno,4.0,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,40.827,14.139,Italy,NA
214080,Vaiyots-Sar,13546,Confirmed Eruption,Vaiyots-Sar,NA,-2000.0,0.0,0.0,Anthropology,NA,NA,NA,39.797,45.497,Armenia,NA
225030,"Marra, Jebel",14139,Confirmed Eruption,Deriba caldera,4.0,-2000.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,12.95,24.27,Sudan,NA
300070,Gorely,19003,Confirmed Eruption,NA,2.0,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.559,158.03,Russia,NA
283150,Nasudake,17871,Confirmed Eruption,Chausu-dake,2.0,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,37.125,139.963,Japan,NA
283140,Nikko-Shiranesan,17854,Confirmed Eruption,NA,NA,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,36.799,139.376,Japan,NA
284040,Miyakejima,17581,Confirmed Eruption,NA,3.0,-2000.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,34.094,139.526,Japan,NA
283190,Zaozan [Zaosan],17946,Confirmed Eruption,Goshiki-dake,NA,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,38.144,140.44,Japan,NA
283240,Iwatesan,17564,Confirmed Eruption,Nishi-yama,NA,-2000.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,39.853,141.001,Japan,NA
300270,Sheveluch,17659,Confirmed Eruption,NA,5.0,-2000.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,56.653,161.36,Russia,NA
332020,Mauna Loa,10140,Confirmed Eruption,SW rift zone,0.0,-2000.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
372030,Katla,12622,Confirmed Eruption,NA,NA,-2000.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
360030,Liamuiga,12337,Confirmed Eruption,NA,4.0,-2010.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,17.37,-62.8,Saint Kitts and Nevis,NA
282070,Ata,17007,Confirmed Eruption,Kaimon,4.0,-2010.0,0.0,0.0,Tephrochronology,NA,NA,NA,31.22,130.57,Japan,NA
360150,Soufriere St. Vincent,12438,Confirmed Eruption,NA,NA,-2020.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
372030,Katla,12621,Confirmed Eruption,NA,NA,-2020.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
341120,"Chichon, El",10599,Confirmed Eruption,NA,5.0,-2030.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,17.36,-93.228,Mexico,NA
332040,Hualalai,10239,Confirmed Eruption,NW rift zone (0.3 km NW of Hainoa),0.0,-2040.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.692,-155.87,United States,NA
313010,Augustine,20253,Confirmed Eruption,NA,NA,-2040.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,59.363,-153.43,United States,NA
211010,Campi Flegrei,10035,Confirmed Eruption,Solfatara,3.0,-2040.0,0.0,0.0,Tephrochronology,NA,NA,NA,40.827,14.139,Italy,NA
251050,Long Island,14954,Confirmed Eruption,NA,6.0,-2040.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-5.358,147.12,Papua New Guinea,NA
222166,Rungwe,14027,Confirmed Eruption,NA,5.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,-9.135,33.668,Tanzania,NA
273081,Mariveles,16861,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,14.527,120.482,Philippines,NA
282110,Asosan,17189,Confirmed Eruption,Kishima-dake,3.0,-2050.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,32.884,131.104,Japan,NA
282090,Kirishimayama,17096,Confirmed Eruption,Shinmoe-dake (Mae-yama Pumice),3.0,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,31.934,130.862,Japan,NA
282080,Aira,17043,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Magnetism,NA,NA,NA,31.593,130.657,Japan,NA
313020,Iliamna,20275,Confirmed Eruption,Upper NE flank,4.0,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,60.032,-153.09,United States,NA
306040,Halla,19658,Confirmed Eruption,SW flank (Songaksan tuff ring),NA,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,33.361,126.53,South Korea,NA
334050,Northern EPR at 9.8°N,10330,Confirmed Eruption,East Pacific Rise (9.5 deg N),0.0,-2050.0,0.0,0.0,Uranium-series,NA,NA,NA,9.83,-104.3,Undersea Features,NA
341060,Michoacan-Guanajuato,10482,Confirmed Eruption,Valle de Santiago (La Alberca),NA,-2050.0,0.0,0.0,Anthropology,NA,NA,NA,19.85,-101.75,Mexico,NA
332020,Mauna Loa,10139,Confirmed Eruption,Mokuaweoweo,0.0,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
323010,Shasta,20628,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,41.409,-122.193,United States,NA
283240,Iwatesan,17563,Confirmed Eruption,Higashi-Iwate,NA,-2050.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,39.853,141.001,Japan,NA
283262,Megata,18073,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,39.95,139.73,Japan,NA
284050,Hachijojima,18291,Confirmed Eruption,"SE of Nishi-yama, NE of Higashi-yama",5.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,33.137,139.766,Japan,NA
283010,Izu-Tobu,17375,Confirmed Eruption,Yoichizaka,NA,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,34.9,139.098,Japan,NA
283030,Fujisan,17405,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,35.361,138.728,Japan,NA
300070,Gorely,19002,Confirmed Eruption,NA,2.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.559,158.03,Russia,NA
300060,Mutnovsky,13951,Confirmed Eruption,NA,2.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.449,158.196,Russia,NA
300130,Karymsky,19145,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,54.049,159.443,Russia,NA
300240,Tolbachik,19271,Confirmed Eruption,SW flank (Kruglenky),3.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,55.832,160.326,Russia,NA
285070,Akan,18673,Confirmed Eruption,"Kita-yama, Me-Akan (Ponmachineshiri)",NA,-2050.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,43.384,144.013,Japan,NA
285081,Mashu,18711,Confirmed Eruption,Kamuinupuri,4.0,-2050.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,43.572,144.561,Japan,NA
372030,Katla,12620,Confirmed Eruption,NA,NA,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
382080,Sete Cidades,13009,Confirmed Eruption,Caldeira do Alfreres and NW flank,NA,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,37.87,-25.78,Portugal,NA
373060,Askja,12905,Confirmed Eruption,"Flatadyngja, other areas NE of Dyngjufjöll",0.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,65.033,-16.783,Iceland,NA
390020,Erebus,13150,Confirmed Eruption,Western Crater (Upper Ice Tower flow),0.0,-2050.0,0.0,0.0,Ar/Ar,NA,NA,NA,-77.53,167.17,Antarctica,NA
370030,Ljosufjoll,12480,Confirmed Eruption,"Krothraunskula, Raudakúla, Graakula",3.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,64.9,-22.483,Iceland,NA
371080,Langjokull,12547,Confirmed Eruption,Lambahraun,0.0,-2050.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,64.85,-19.7,Iceland,NA
360060,Soufriere Guadeloupe,12345,Uncertain Eruption,NA,NA,-2050.0,0.0,0.0,NA,NA,NA,NA,16.044,-61.664,France,NA
352050,Cotopaxi,11520,Confirmed Eruption,NA,5.0,-2050.0,0.0,0.0,Tephrochronology,NA,NA,NA,-0.677,-78.436,Ecuador,NA
332010,Kilauea,20737,Confirmed Eruption,NA,0.0,-2080.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,19.421,-155.287,United States,NA
211010,Campi Flegrei,10034,Confirmed Eruption,Monte Olibano-Accademia,2.0,-2080.0,0.0,0.0,Tephrochronology,NA,NA,NA,40.827,14.139,Italy,NA
213004,Acigol-Nevsehir,13904,Confirmed Eruption,NA,NA,-2080.0,0.0,0.0,Anthropology,NA,NA,NA,38.537,34.621,Turkey,NA
352020,Guagua Pichincha,11466,Confirmed Eruption,NA,NA,-2090.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,-0.171,-78.598,Ecuador,NA
360120,Pelee,12404,Confirmed Eruption,NA,NA,-2100.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,14.809,-61.165,France,NA
321050,St. Helens,20519,Confirmed Eruption,NA,NA,-2100.0,0.0,0.0,Tephrochronology,NA,NA,NA,46.2,-122.18,United States,NA
300270,Sheveluch,17658,Confirmed Eruption,NA,5.0,-2100.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,56.653,161.36,Russia,NA
300100,Avachinsky,19070,Confirmed Eruption,NA,NA,-2100.0,0.0,0.0,Tephrochronology,NA,NA,NA,53.256,158.836,Russia,NA
283010,Izu-Tobu,17374,Confirmed Eruption,Omuro-yama,4.0,-2100.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,34.9,139.098,Japan,NA
283100,Myokosan,17559,Confirmed Eruption,NA,NA,-2100.0,0.0,0.0,Tephrochronology,NA,NA,NA,36.891,138.114,Japan,NA
341100,"Orizaba, Pico de",10565,Confirmed Eruption,NA,3.0,-2110.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.03,-97.27,Mexico,NA
354004,Andahua-Orcopampa,11737,Confirmed Eruption,Cerro Tichsó,NA,-2110.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-15.42,-72.33,Peru,NA
372030,Katla,12619,Confirmed Eruption,NA,NA,-2110.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
332060,Haleakala,10272,Confirmed Eruption,Haleakala crater (Puu Maile),NA,-2120.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25,United States,NA
223001,Fort Portal,14037,Confirmed Eruption,NA,NA,-2120.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,0.7,30.25,Uganda,NA
341110,San Martin,10583,Confirmed Eruption,NA,NA,-2130.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,18.57,-95.2,Mexico,NA
360150,Soufriere St. Vincent,12437,Confirmed Eruption,NA,NA,-2135.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
357120,Villarrica,12093,Confirmed Eruption,NA,NA,-2140.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-39.42,-71.93,Chile,NA
332020,Mauna Loa,10120,Confirmed Eruption,NE rift zone,0.0,-2150.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
300270,Sheveluch,17657,Confirmed Eruption,NA,3.0,-2150.0,0.0,0.0,Tephrochronology,NA,NA,NA,56.653,161.36,Russia,NA
311110,Kanaga,19704,Confirmed Eruption,NA,NA,-2150.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,51.923,-177.168,United States,NA
300060,Mutnovsky,18902,Confirmed Eruption,NA,3.0,-2150.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.449,158.196,Russia,NA
241030,Taranaki,14431,Confirmed Eruption,NA,NA,-2150.0,0.0,0.0,Tephrochronology,NA,NA,NA,-39.3,174.07,New Zealand,NA
211010,Campi Flegrei,10033,Confirmed Eruption,Agnano Monte Spina,5.0,-2150.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,40.827,14.139,Italy,NA
255030,Loloru,15143,Confirmed Eruption,NA,NA,-2150.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-6.52,155.62,Papua New Guinea,NA
282100,Unzendake,17169,Confirmed Eruption,Mayu-yama (Tengu-yama),NA,-2150.0,0.0,0.0,Thermoluminescence,NA,NA,NA,32.761,130.299,Japan,NA
282110,Asosan,17188,Confirmed Eruption,NA,NA,-2150.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,32.884,131.104,Japan,NA
305060,Changbaishan,19641,Confirmed Eruption,NA,4.0,-2160.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,41.98,128.08,China-North Korea,NA
372030,Katla,12618,Confirmed Eruption,NA,NA,-2160.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
372030,Katla,12617,Confirmed Eruption,NA,NA,-2190.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
360150,Soufriere St. Vincent,12436,Confirmed Eruption,NA,NA,-2200.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
300270,Sheveluch,17656,Confirmed Eruption,NA,4.0,-2200.0,0.0,0.0,Tephrochronology,NA,NA,NA,56.653,161.36,Russia,NA
332010,Kilauea,20736,Confirmed Eruption,NA,NA,-2200.0,0.0,0.0,Tephrochronology,NA,NA,NA,19.421,-155.287,United States,NA
300070,Gorely,19001,Confirmed Eruption,NA,2.0,-2200.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.559,158.03,Russia,NA
332060,Haleakala,10271,Confirmed Eruption,East rift zone,NA,-2210.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25,United States,NA
382090,Agua de Pau,13027,Confirmed Eruption,East flank (East Congo maar),NA,-2210.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,37.77,-25.47,Portugal,NA
372030,Katla,12616,Confirmed Eruption,NA,NA,-2220.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
352050,Cotopaxi,11519,Confirmed Eruption,NA,NA,-2220.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-0.677,-78.436,Ecuador,NA
315040,Edgecumbe,20425,Confirmed Eruption,NA,NA,-2220.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,57.05,-135.75,United States,NA
211010,Campi Flegrei,10029,Confirmed Eruption,Eastern NYT caldera,NA,-2220.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,40.827,14.139,Italy,NA
341080,Chichinautzin,10493,Confirmed Eruption,Guespalapa,3.0,-2238.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,19.08,-99.13,Mexico,NA
357120,Villarrica,12092,Confirmed Eruption,NA,NA,-2240.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-39.42,-71.93,Chile,NA
352050,Cotopaxi,11518,Confirmed Eruption,NA,NA,-2250.0,0.0,0.0,Tephrochronology,NA,NA,NA,-0.677,-78.436,Ecuador,NA
345033,Arenal,11113,Confirmed Eruption,NA,4.0,-2250.0,0.0,0.0,Tephrochronology,NA,NA,NA,10.463,-84.703,Costa Rica,NA
358057,"Hudson, Cerro",12290,Confirmed Eruption,NA,NA,-2250.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-45.9,-72.97,Chile,NA
372030,Katla,12615,Confirmed Eruption,NA,NA,-2250.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
383030,Tenerife,13083,Confirmed Eruption,Teide SE flank (Montaña Majúa),NA,-2250.0,0.0,0.0,Tephrochronology,NA,NA,NA,28.271,-16.641,Spain,NA
332020,Mauna Loa,10138,Confirmed Eruption,NE rift zone,0.0,-2250.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
300070,Gorely,19000,Confirmed Eruption,NA,2.0,-2250.0,0.0,0.0,Tephrochronology,NA,NA,NA,52.559,158.03,Russia,NA
300022,Diky Greben,18898,Confirmed Eruption,NA,NA,-2250.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,51.452,156.978,Russia,NA
300190,Krasheninnikov,19230,Confirmed Eruption,Northern cone,NA,-2250.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,54.596,160.27,Russia,NA
300130,Karymsky,19144,Confirmed Eruption,NA,4.0,-2250.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,54.049,159.443,Russia,NA
300140,Maly Semyachik,19199,Confirmed Eruption,Ceno-Semiachik,NA,-2250.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,54.135,159.674,Russia,NA
283280,Hakkodasan,18130,Confirmed Eruption,O-dake,3.0,-2250.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,40.659,140.877,Japan,NA
263140,Galunggung,15716,Confirmed Eruption,NA,5.0,-2250.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-7.25,108.058,Indonesia,NA
332060,Haleakala,10270,Confirmed Eruption,East rift zone (East Camp cone),NA,-2260.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25,United States,NA
290020,Raususan [Mendeleev],18736,Confirmed Eruption,West side of central cone,NA,-2270.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,43.979,145.733,Japan - administered by Russia,NA
360120,Pelee,12403,Confirmed Eruption,NA,NA,-2280.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,14.809,-61.165,France,NA
383030,Tenerife,13082,Confirmed Eruption,NW rift zone (Montaña Cruz de Tea),NA,-2300.0,0.0,0.0,Tephrochronology,NA,NA,NA,28.271,-16.641,Spain,NA
373070,Fremrinamar,12920,Confirmed Eruption,Ketildyngja,0.0,-2300.0,0.0,0.0,Tephrochronology,NA,NA,NA,65.416,-16.666,Iceland,NA
300100,Avachinsky,19069,Confirmed Eruption,NA,NA,-2300.0,0.0,0.0,Tephrochronology,NA,NA,NA,53.256,158.836,Russia,NA
283190,Zaozan [Zaosan],17945,Confirmed Eruption,Goshiki-dake area,NA,-2300.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,38.144,140.44,Japan,NA
341100,"Orizaba, Pico de",10564,Confirmed Eruption,NA,4.0,-2300.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.03,-97.27,Mexico,NA
311110,Kanaga,19703,Confirmed Eruption,NA,NA,-2300.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,51.923,-177.168,United States,NA
355210,"Blanco, Cerro",20904,Confirmed Eruption,NA,7.0,-2300.0,NA,NA,Radiocarbon (corrected),NA,NA,NA,-26.789,-67.765,Argentina,NA
360150,Soufriere St. Vincent,12435,Confirmed Eruption,NA,NA,-2310.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
372070,Hekla,12710,Confirmed Eruption,NA,5.0,-2310.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,63.983,-19.666,Iceland,NA
211010,Campi Flegrei,10028,Confirmed Eruption,NA,3.0,-2330.0,0.0,0.0,Tephrochronology,NA,NA,NA,40.827,14.139,Italy,NA
211060,Etna,13490,Confirmed Eruption,NA,NA,-2330.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,37.748,14.999,Italy,NA
321050,St. Helens,20518,Confirmed Eruption,NA,5.0,-2340.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,46.2,-122.18,United States,NA
332020,Mauna Loa,10137,Confirmed Eruption,Mokuaweoweo,0.0,-2350.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608,United States,NA
300130,Karymsky,19142,Confirmed Eruption,NA,3.0,-2350.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,54.049,159.443,Russia,NA
211030,Ischia,13370,Confirmed Eruption,Costa Sparaina,NA,-2350.0,0.0,0.0,Potassium-Argon,NA,NA,NA,40.73,13.897,Italy,NA
282110,Asosan,17187,Confirmed Eruption,NA,NA,-2350.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,32.884,131.104,Japan,NA
360120,Pelee,12402,Confirmed Eruption,NA,NA,-2360.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,14.809,-61.165,France,NA
213004,Acigol-Nevsehir,13903,Confirmed Eruption,NA,NA,-2370.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,38.537,34.621,Turkey,NA
341090,Popocatepetl,10510,Confirmed Eruption,Volcán El Fraile,NA,-2370.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.023,-98.622,Mexico,NA
341040,Colima,10399,Confirmed Eruption,NA,4.0,-2370.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,19.514,-103.62,Mexico,NA
360150,Soufriere St. Vincent,12434,Confirmed Eruption,NA,NA,-2380.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
355011,Taapaca,11806,Confirmed Eruption,NA,NA,-2400.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-18.1,-69.5,Chile,NA
241030,Taranaki,14430,Confirmed Eruption,NA,NA,-2400.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,-39.3,174.07,New Zealand,NA
211020,Vesuvius,10043,Confirmed Eruption,NA,5.0,-2420.0,0.0,0.0,Radiocarbon (corrected),NA,NA,NA,40.821,14.426,Italy,NA
372030,Katla,12614,Confirmed Eruption,NA,NA,-2420.0,0.0,0.0,Tephrochronology,NA,NA,NA,63.633,-19.083,Iceland,NA
360120,Pelee,12401,Confirmed Eruption,NA,4.0,-2430.0,0.0,0.0,Radiocarbon (uncorrected),NA,NA,NA,14.809,-61.165,France,NA
